,time,evlo,evla,dep,mag
85,2011-5-24 02:03:11,87.20,43.77,6,0.5
86,2011-5-13 15:53:06,86.69,43.56,8,1.3
87,2011-5-08 06:21:33,86.89,44.06,9,0.5
88,2011-5-01 03:22:43,87.15,43.90,7,0.4
89,2011-4-29 20:34:54,87.45,43.82,8,1.2
90,2011-4-26 14:37:48,87.28,43.72,8,1.0
91,2011-4-26 02:45:54,87.03,43.94,7,1.4
92,2011-4-20 13:01:30,86.99,44.03,12,0.8
93,2011-4-20 00:05:32,86.69,43.55,10,0.4
94,2011-4-14 17:13:08,86.96,43.85,7,0.5
95,2011-4-14 10:26:13,87.03,43.87,10,0.9
96,2011-4-11 00:07:33,86.95,43.92,7,0.3
97,2011-4-10 01:12:04,86.94,44.22,9,1.4
98,2011-4-07 17:28:18,86.54,43.68,8,1.6
99,2011-4-07 13:08:15,86.60,43.52,4,0.2
100,2011-4-02 15:45:58,87.01,43.94,8,0.9
101,2011-3-27 21:31:03,87.13,43.71,10,0.7
102,2011-3-27 04:09:19,86.98,43.87,17,0.9
103,2011-3-25 11:50:53,87.27,43.84,8,0.5
104,2011-3-25 09:40:53,87.34,43.78,8,0.5
105,2011-3-19 07:45:18,86.97,44.00,9,0.7
106,2011-3-18 10:23:03,87.06,43.98,9,0.9
107,2011-3-15 16:21:16,86.96,43.91,9,1.2
108,2011-3-14 08:13:06,86.94,44.00,9,0.3
109,2011-3-14 07:43:57,86.97,43.98,8,1.3
110,2011-3-13 23:47:22,86.69,43.75,5,0.3
111,2011-3-13 23:08:53,86.75,43.74,8,0.5
112,2011-3-10 10:00:39,87.36,43.78,4,0.1
113,2011-3-08 19:18:16,87.04,43.86,2,1.1
114,2011-3-08 04:44:48,86.94,44.02,6,0.9
115,2011-3-06 17:47:00,86.89,44.08,7,0.8
116,2011-3-06 00:46:41,86.93,44.03,9,1.1
117,2011-3-05 22:20:41,87.03,43.86,10,0.9
118,2011-3-05 21:12:59,87.01,43.92,28,0.5
119,2011-3-05 16:50:12,87.00,43.63,41,0.1
120,2011-3-05 14:45:23,86.95,43.92,9,1.0
121,2011-3-05 13:33:12,86.92,43.83,40,0.5
122,2011-3-05 13:31:59,87.05,43.87,14,1.4
123,2011-3-05 12:57:36,86.93,44.03,11,0.8
124,2011-3-05 11:51:34,86.97,43.81,40,0.3
125,2011-3-05 11:44:19,86.95,43.95,6,0.7
126,2011-3-05 11:05:23,86.95,44.03,19,0.7
127,2011-3-05 10:43:51,87.07,43.88,5,1.7
128,2011-3-05 08:28:19,86.92,43.98,8,0.6
129,2011-3-05 08:24:59,87.11,44.12,8,0.4
130,2011-3-05 08:02:39,86.93,44.00,7,0.7
131,2011-3-05 06:49:58,86.93,44.00,11,0.8
132,2011-3-05 06:05:28,86.89,44.06,7,0.5
133,2011-3-05 05:39:49,86.91,44.04,8,0.2
134,2011-3-05 05:09:13,87.05,43.79,13,0.8
135,2011-3-05 04:55:36,86.96,44.03,5,0.7
136,2011-3-05 04:48:31,87.01,43.96,7,1.3
137,2011-3-05 04:41:43,86.87,44.07,10,0.7
138,2011-3-05 04:37:56,86.95,44.01,20,0.6
139,2011-3-05 04:36:56,87.12,44.15,7,0.8
140,2011-3-05 04:36:43,86.99,44.04,10,0.4
141,2011-3-05 04:33:00,86.87,44.09,7,1.0
142,2011-3-05 04:31:46,87.02,43.84,5,1.5
143,2011-3-05 04:27:47,86.93,43.98,11,0.2
144,2011-3-05 04:16:52,87.06,43.89,10,4.0
145,2011-3-04 17:45:21,87.17,43.79,7,1.0
146,2011-2-26 13:13:01,87.35,43.63,7,1.4
147,2011-2-26 03:56:00,86.95,44.00,6,0.4
148,2011-2-26 01:48:22,87.04,43.84,12,0.9
149,2011-2-26 01:47:33,87.02,43.90,3,1.6
150,2011-2-25 22:30:47,87.04,43.92,3,1.8
151,2011-2-24 01:33:43,87.05,43.91,3,2.8
152,2011-2-24 01:33:26,86.92,44.09,7,1.4
153,2011-2-15 20:53:29,87.04,43.83,12,1.4
154,2011-2-09 00:46:31,87.06,43.85,10,1.2
155,2011-2-08 13:11:27,87.04,43.94,4,0.7
156,2011-2-08 10:36:21,87.07,43.87,10,1.2
157,2011-2-08 10:12:03,87.02,43.84,18,0.5
158,2011-2-08 09:28:19,86.91,44.05,8,0.7
159,2011-2-08 04:33:25,87.08,43.90,6,2.3
160,2011-2-08 01:43:13,87.36,43.77,7,0.7
161,2011-2-04 05:36:07,87.02,43.90,3,1.9
162,2011-1-28 18:40:54,87.35,43.66,12,0.1
163,2011-1-25 14:32:10,86.79,44.05,3,0.4
164,2011-1-25 12:57:08,86.90,43.99,7,0.7
165,2011-1-25 12:46:11,86.87,44.00,10,0.4
166,2011-1-25 12:38:55,86.93,43.96,8,2.1
167,2011-1-24 13:06:24,86.65,43.67,10,0.4
168,2011-1-18 02:20:49,86.96,44.00,4,0.6
169,2011-1-15 21:37:30,86.62,44.47,10,1.6
170,2011-1-14 07:27:30,86.68,43.64,15,1.1
171,2011-1-13 02:33:02,86.71,43.58,8,0.7
172,2011-1-09 13:43:07,86.60,43.56,6,0.3
173,2011-1-07 03:38:15,86.90,44.10,8,0.8
174,2011-1-04 20:11:03,87.33,43.82,7,0.2
175,2011-1-04 01:08:04,87.02,44.36,14,0.4
176,2011-1-03 01:58:51,86.88,44.47,7,0.8
177,2011-1-02 02:58:21,87.33,43.72,4,0.8
178,2011-1-01 22:55:36,87.33,43.71,7,0.4
179,2011-1-01 17:52:30,87.34,43.73,8,0.4
180,2011-1-01 13:03:02,87.33,43.77,8,0.3
181,2011-1-01 11:49:44,87.34,43.71,11,0.8
182,2011-1-01 10:46:52,87.34,43.73,8,0.4
183,2011-1-01 10:36:50,87.33,43.83,6,0.2
